,competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo,Descrição
921331,202207,3,35,355030,J,6209100,1,212405,101,5,29.0,44.0,2,3,0,1,97,0,0,0,4193.1,10,0,1,202207,0,5,4193.1,Analista de Desenvolvimento de Sistemas
921332,202207,3,35,355030,J,6311900,1,212405,101,3,28.0,44.0,6,1,0,1,97,0,0,0,3000.0,4,0,1,202207,0,5,3000.0,Analista de Desenvolvimento de Sistemas
921334,202207,3,35,355030,J,6120501,1,212405,101,3,23.0,40.0,1,1,0,1,97,0,0,0,4800.0,10,0,1,202207,0,5,4800.0,Analista de Desenvolvimento de Sistemas
921335,202207,3,35,355030,N,8299799,1,212405,101,4,22.0,44.0,1,1,0,1,97,0,0,9,8000.0,8,0,1,202207,0,5,8000.0,Analista de Desenvolvimento de Sistemas
921336,202207,3,35,355030,J,6204000,-1,212405,101,4,33.0,44.0,1,3,0,1,40,0,0,9,4000.0,10,0,1,202207,0,5,4000.0,Analista de Desenvolvimento de Sistemas
921340,202207,3,35,355030,M,7020400,1,212405,101,5,26.0,44.0,1,1,0,1,97,0,0,0,7000.0,6,0,1,202207,0,5,7000.0,Analista de Desenvolvimento de Sistemas
921341,202207,3,35,355030,J,6202300,1,212405,101,5,27.0,40.0,1,1,0,1,97,0,0,0,8384.0,10,0,1,202207,0,5,8384.0,Analista de Desenvolvimento de Sistemas
921345,202207,3,35,355030,K,6630400,1,212405,101,2,32.0,44.0,5,1,0,1,97,0,0,9,19500.0,7,0,1,202207,0,5,19500.0,Analista de Desenvolvimento de Sistemas
921346,202207,3,35,355030,J,6201501,-1,212405,101,5,23.0,40.0,1,1,0,1,40,0,0,0,3678.16,9,0,1,202207,0,5,3678.16,Analista de Desenvolvimento de Sistemas
921353,202207,3,35,355030,J,6201501,1,212405,101,5,39.0,40.0,3,1,0,1,97,0,0,0,5143.0,10,0,1,202207,0,5,5143.0,Analista de Desenvolvimento de Sistemas
921361,202207,3,35,355030,J,6204000,1,212405,101,8,44.0,40.0,1,1,0,1,97,0,0,0,10000.0,5,0,1,202207,0,5,10000.0,Analista de Desenvolvimento de Sistemas
921366,202207,3,35,355030,J,6311900,-1,212405,101,5,25.0,44.0,3,1,0,1,31,0,0,0,3225.46,9,0,1,202207,0,5,3225.46,Analista de Desenvolvimento de Sistemas
921367,202207,3,35,355030,J,6202300,1,212405,101,4,26.0,40.0,1,1,0,1,97,0,0,0,6098.0,10,0,1,202207,0,5,6098.0,Analista de Desenvolvimento de Sistemas
921373,202207,3,35,355030,Q,8640299,-1,212405,101,8,33.0,44.0,1,1,0,1,31,0,0,0,2500.0,5,0,1,202207,0,5,2500.0,Analista de Desenvolvimento de Sistemas
921380,202207,3,35,355030,N,8211300,1,212405,101,5,35.0,44.0,3,1,0,1,97,0,0,0,5500.0,9,0,1,202207,0,5,5500.0,Analista de Desenvolvimento de Sistemas
921381,202207,3,35,355030,J,6209100,1,212405,101,4,23.0,44.0,2,3,0,1,97,0,0,0,4193.1,10,0,1,202207,0,5,4193.1,Analista de Desenvolvimento de Sistemas
921384,202207,3,35,355030,G,4742300,-1,212405,101,5,24.0,44.0,6,1,0,1,31,0,0,0,6576.05,6,0,1,202207,0,5,6576.05,Analista de Desenvolvimento de Sistemas
921387,202207,3,35,355030,K,6422100,1,212405,101,4,26.0,44.0,1,1,0,1,97,0,0,0,11000.0,9,0,1,202207,0,5,11000.0,Analista de Desenvolvimento de Sistemas
921392,202207,3,35,355030,J,6209100,-1,212405,101,5,35.0,44.0,1,3,0,1,40,0,0,0,14113.43,10,0,1,202207,0,5,14113.43,Analista de Desenvolvimento de Sistemas
921393,202207,3,35,355030,J,6204000,-1,212405,101,4,28.0,40.0,1,3,0,1,31,0,0,0,2750.0,5,0,1,202207,0,5,2750.0,Analista de Desenvolvimento de Sistemas
921394,202207,3,35,355030,J,6201501,-1,212405,101,5,35.0,40.0,4,3,0,1,40,0,0,0,9300.0,7,0,1,202207,0,5,9300.0,Analista de Desenvolvimento de Sistemas
921399,202207,3,35,355030,N,7820500,1,212405,101,5,36.0,44.0,1,3,0,1,97,0,0,0,4500.0,10,0,1,202207,0,5,4500.0,Analista de Desenvolvimento de Sistemas
921402,202207,3,35,355030,J,6201501,-1,212405,101,5,51.0,44.0,3,1,0,1,40,0,0,9,17266.04,9,0,1,202207,0,5,17266.04,Analista de Desenvolvimento de Sistemas
921404,202207,3,35,355030,J,6203100,-1,212405,101,5,44.0,40.0,1,3,0,1,31,2,0,0,6991.65,8,0,1,202207,0,5,6991.65,Analista de Desenvolvimento de Sistemas
921405,202207,3,35,355030,N,8211300,1,212405,101,8,31.0,44.0,1,1,0,1,97,0,0,0,8500.0,6,0,1,202207,0,5,8500.0,Analista de Desenvolvimento de Sistemas
921408,202207,3,35,355030,J,6202300,1,212405,101,5,55.0,40.0,4,1,0,1,97,0,0,0,2480.08,6,0,1,202207,0,5,2480.08,Analista de Desenvolvimento de Sistemas
921409,202207,3,35,355030,M,7020400,1,212405,101,4,23.0,44.0,1,3,0,1,97,0,0,0,2610.15,10,0,1,202207,0,5,2610.15,Analista de Desenvolvimento de Sistemas
921413,202207,3,35,355030,J,6201501,1,212405,101,5,31.0,40.0,1,3,0,1,97,0,0,0,9500.0,10,0,1,202207,0,5,9500.0,Analista de Desenvolvimento de Sistemas
921416,202207,3,35,355030,J,6209100,-1,212405,101,5,27.0,44.0,1,1,0,1,40,0,0,0,6500.0,10,0,1,202207,0,5,6500.0,Analista de Desenvolvimento de Sistemas
921421,202207,3,35,355030,K,6512000,1,212405,101,5,36.0,40.0,4,1,0,1,97,0,0,0,13000.0,10,0,1,202207,0,5,13000.0,Analista de Desenvolvimento de Sistemas
921424,202207,3,35,355030,M,6920601,1,212405,101,3,53.0,40.0,1,1,0,1,97,0,0,0,6902.0,9,0,1,202207,0,5,6902.0,Analista de Desenvolvimento de Sistemas
921425,202207,3,35,355030,J,6209100,1,212405,101,5,36.0,44.0,2,3,0,1,97,0,0,0,4200.0,3,0,1,202207,0,5,4200.0,Analista de Desenvolvimento de Sistemas
921426,202207,3,35,355030,G,4651601,1,212405,101,5,28.0,40.0,1,3,0,1,97,0,0,0,7000.0,8,0,1,202207,0,5,7000.0,Analista de Desenvolvimento de Sistemas
921427,202207,3,35,355030,R,9002701,-1,212405,101,5,30.0,44.0,1,1,0,1,31,0,0,0,7871.51,8,0,1,202207,0,5,7871.51,Analista de Desenvolvimento de Sistemas
921428,202207,3,35,355030,N,7740300,1,212405,101,5,33.0,42.5,3,1,0,1,97,0,0,0,15000.0,9,0,1,202207,0,5,15000.0,Analista de Desenvolvimento de Sistemas
921432,202207,3,35,355030,J,6204000,1,212405,101,5,43.0,40.0,1,1,0,1,97,0,0,0,7800.0,7,0,1,202207,0,5,7800.0,Analista de Desenvolvimento de Sistemas
921435,202207,3,35,355030,J,6201501,1,212405,101,8,41.0,40.0,3,1,0,1,97,0,0,0,10000.0,10,0,1,202207,0,5,10000.0,Analista de Desenvolvimento de Sistemas
921437,202207,3,35,355030,J,6209100,-1,212405,101,5,31.0,40.0,1,1,0,1,31,0,0,0,2600.0,5,0,1,202207,0,5,2600.0,Analista de Desenvolvimento de Sistemas
921438,202207,3,35,355030,J,6201501,1,212405,101,5,37.0,40.0,1,1,0,1,97,0,0,0,13279.0,10,0,1,202207,0,5,13279.0,Analista de Desenvolvimento de Sistemas
921439,202207,3,35,355030,J,6120501,1,212405,101,3,36.0,40.0,3,1,0,1,97,0,0,0,3500.0,10,0,1,202207,0,5,3500.0,Analista de Desenvolvimento de Sistemas
921440,202207,3,35,355030,J,6201501,-1,212405,101,3,25.0,40.0,3,1,0,1,32,0,0,0,12500.0,6,0,1,202207,0,5,12500.0,Analista de Desenvolvimento de Sistemas
921449,202207,3,35,355030,M,6920602,1,212405,101,8,27.0,40.0,1,3,0,1,97,0,0,0,6200.0,10,0,1,202207,0,5,6200.0,Analista de Desenvolvimento de Sistemas
921451,202207,3,35,355030,J,6201501,1,212405,101,5,49.0,40.0,1,1,0,1,97,0,0,0,10000.0,10,0,1,202207,0,5,10000.0,Analista de Desenvolvimento de Sistemas
921452,202207,3,35,355030,N,7740300,1,212405,101,6,28.0,42.5,1,3,0,1,97,0,0,0,9500.0,9,0,1,202207,0,5,9500.0,Analista de Desenvolvimento de Sistemas
921454,202207,3,35,355030,J,6204000,1,212405,101,5,35.0,40.0,1,1,0,1,97,0,0,0,10000.0,9,0,1,202207,0,5,10000.0,Analista de Desenvolvimento de Sistemas
921456,202207,3,35,355030,J,6209100,1,212405,101,6,30.0,44.0,1,1,0,1,97,0,0,0,6377.16,10,0,1,202207,0,5,6377.16,Analista de Desenvolvimento de Sistemas
921457,202207,3,35,355030,K,6422100,1,212405,101,5,45.0,44.0,1,1,0,1,97,2,0,0,16500.0,10,0,1,202207,0,5,16500.0,Analista de Desenvolvimento de Sistemas
921459,202207,3,35,355030,J,6204000,1,212405,101,3,28.0,40.0,1,1,0,1,97,0,0,0,4200.0,10,0,1,202207,0,5,4200.0,Analista de Desenvolvimento de Sistemas
921461,202207,3,35,355030,J,6201501,1,212405,101,5,31.0,40.0,3,1,0,1,97,0,0,0,9000.0,8,0,1,202207,0,5,9000.0,Analista de Desenvolvimento de Sistemas
921463,202207,3,35,355030,Q,8640202,-1,212405,101,8,24.0,44.0,3,3,0,1,40,0,0,0,6500.0,10,0,1,202207,0,5,6500.0,Analista de Desenvolvimento de Sistemas
921466,202207,3,35,355030,N,8211300,1,212405,101,5,37.0,44.0,2,1,0,1,97,0,0,0,4193.1,10,0,1,202207,0,5,4193.1,Analista de Desenvolvimento de Sistemas
921467,202207,3,35,355030,J,6201501,-1,212405,101,5,34.0,40.0,1,3,0,1,31,0,0,0,20909.47,6,0,1,202207,0,5,20909.47,Analista de Desenvolvimento de Sistemas
921468,202207,3,35,355030,J,6204000,-1,212405,101,5,48.0,40.0,1,1,0,1,31,0,0,0,15762.0,10,0,1,202207,0,5,15762.0,Analista de Desenvolvimento de Sistemas
921469,202207,3,35,355030,K,6422100,1,212405,101,8,48.0,44.0,2,1,0,1,97,0,0,0,12000.0,9,0,1,202207,0,5,12000.0,Analista de Desenvolvimento de Sistemas
921471,202207,3,35,355030,J,6201501,1,212405,101,5,30.0,40.0,3,1,0,1,97,0,0,0,7500.0,10,0,1,202207,0,5,7500.0,Analista de Desenvolvimento de Sistemas
921473,202207,3,35,355030,K,6422100,-1,212405,101,5,31.0,36.0,1,3,0,1,40,0,0,0,7764.51,10,0,1,202207,0,5,7764.51,Analista de Desenvolvimento de Sistemas
921475,202207,3,35,355030,Q,8712300,-1,212405,101,3,25.0,44.0,6,1,0,1,40,0,0,0,2646.2,7,0,1,202207,0,5,2646.2,Analista de Desenvolvimento de Sistemas
921480,202207,3,35,355030,J,6204000,-1,212405,101,5,28.0,40.0,1,1,0,1,40,0,0,0,6000.0,6,0,1,202207,0,5,6000.0,Analista de Desenvolvimento de Sistemas
921497,202207,3,35,355030,N,8299702,1,212405,101,5,35.0,40.0,1,1,0,1,97,0,0,0,13000.0,9,0,1,202207,0,5,13000.0,Analista de Desenvolvimento de Sistemas
921498,202207,3,35,355030,J,6209100,-1,212405,101,7,47.0,44.0,1,1,0,1,32,4,0,0,12828.13,10,0,1,202207,0,5,12828.13,Analista de Desenvolvimento de Sistemas
921501,202207,3,35,355030,J,6209100,-1,212405,101,5,26.0,40.0,3,1,0,1,31,0,0,0,2347.94,5,0,1,202207,0,5,2347.94,Analista de Desenvolvimento de Sistemas
921506,202207,3,35,355030,N,8211300,1,212405,101,5,31.0,44.0,1,3,0,1,97,0,0,9,15000.0,1,0,1,202207,0,5,15000.0,Analista de Desenvolvimento de Sistemas
921513,202207,3,35,355030,J,6201501,-1,212405,101,5,29.0,40.0,1,1,0,1,40,0,0,0,6285.03,9,0,1,202207,0,5,6285.03,Analista de Desenvolvimento de Sistemas
921520,202207,3,35,355030,J,6202300,-1,212405,101,5,28.0,40.0,1,1,0,1,40,0,0,0,11300.0,7,0,1,202207,0,5,11300.0,Analista de Desenvolvimento de Sistemas
921523,202207,3,35,355030,C,1042200,1,212405,101,5,35.0,44.0,2,1,0,1,97,0,0,0,16599.15,10,0,1,202207,0,5,16599.15,Analista de Desenvolvimento de Sistemas
921525,202207,3,35,355030,J,6201501,-1,212405,101,5,45.0,40.0,3,3,0,1,40,0,0,0,10170.58,7,0,1,202207,0,5,10170.58,Analista de Desenvolvimento de Sistemas
921529,202207,3,35,355030,N,8211300,-1,212405,101,4,26.0,36.0,1,1,0,1,40,0,0,0,5948.0,10,0,1,202207,0,5,5948.0,Analista de Desenvolvimento de Sistemas
921532,202207,3,35,355030,K,6613400,1,212405,101,5,25.0,40.0,2,1,0,1,97,0,0,0,8000.0,10,0,1,202207,0,5,8000.0,Analista de Desenvolvimento de Sistemas
921534,202207,3,35,355030,C,3101200,1,212405,101,3,32.0,44.0,1,1,0,1,97,0,0,0,3000.0,10,0,1,202207,0,5,3000.0,Analista de Desenvolvimento de Sistemas
921536,202207,3,35,355030,J,6202300,1,212405,101,5,23.0,40.0,6,1,0,1,97,0,0,0,5500.0,3,0,1,202207,0,5,5500.0,Analista de Desenvolvimento de Sistemas
921537,202207,3,35,355030,J,6204000,1,212405,101,4,25.0,40.0,1,1,0,1,97,0,0,0,12500.0,6,0,1,202207,0,5,12500.0,Analista de Desenvolvimento de Sistemas
921538,202207,3,35,355030,J,6311900,1,212405,101,5,38.0,40.0,2,1,0,1,97,0,0,0,3390.03,9,0,1,202207,0,5,3390.03,Analista de Desenvolvimento de Sistemas
921542,202207,3,35,355030,N,8211300,1,212405,101,3,21.0,40.0,2,1,0,1,97,0,0,0,4441.0,10,0,1,202207,0,5,4441.0,Analista de Desenvolvimento de Sistemas
921544,202207,3,35,355030,K,6422100,-1,212405,101,8,31.0,44.0,3,1,0,1,40,0,0,0,15000.0,10,0,1,202207,0,5,15000.0,Analista de Desenvolvimento de Sistemas
921547,202207,3,35,355030,M,7320300,-1,212405,101,5,26.0,44.0,6,1,0,1,40,0,0,9,6400.0,4,0,1,202207,0,5,6400.0,Analista de Desenvolvimento de Sistemas
921548,202207,3,35,355030,M,7020400,1,212405,101,8,22.0,40.0,1,1,0,1,97,0,0,0,10000.0,5,0,1,202207,0,5,10000.0,Analista de Desenvolvimento de Sistemas
921551,202207,3,35,355030,J,6203100,1,212405,101,5,43.0,40.0,1,1,0,1,97,0,0,0,7166.43,8,0,1,202207,0,5,7166.43,Analista de Desenvolvimento de Sistemas
921553,202207,3,35,355030,J,6209100,-1,212405,101,5,41.0,44.0,1,1,0,1,40,0,0,0,13164.1,10,0,1,202207,0,5,13164.1,Analista de Desenvolvimento de Sistemas
921556,202207,3,35,355030,J,6204000,1,212405,101,5,34.0,40.0,1,3,0,1,97,0,0,0,6574.89,8,0,1,202207,0,5,6574.89,Analista de Desenvolvimento de Sistemas
921558,202207,3,35,355030,K,6512000,1,212405,101,5,29.0,40.0,1,1,0,1,97,0,0,0,16000.0,10,0,1,202207,0,5,16000.0,Analista de Desenvolvimento de Sistemas
921559,202207,3,35,355030,J,6209100,-1,212405,101,5,21.0,44.0,6,1,0,1,40,0,0,0,7333.75,10,0,1,202207,0,5,7333.75,Analista de Desenvolvimento de Sistemas
921562,202207,3,35,355030,J,6209100,1,212405,101,5,30.0,40.0,1,1,0,1,97,0,0,0,9950.0,10,0,1,202207,0,5,9950.0,Analista de Desenvolvimento de Sistemas
921576,202207,3,35,355030,K,6619302,-1,212405,101,4,37.0,44.0,2,1,0,1,31,0,0,0,3000.0,6,0,1,202207,0,5,3000.0,Analista de Desenvolvimento de Sistemas
921577,202207,3,35,355030,G,4663000,1,212405,101,5,34.0,44.0,1,1,0,1,97,0,0,0,11000.0,9,0,1,202207,0,5,11000.0,Analista de Desenvolvimento de Sistemas
921579,202207,3,35,355030,J,6202300,-1,212405,101,8,33.0,44.0,1,1,0,1,40,0,0,0,10347.4,3,0,1,202207,0,5,10347.4,Analista de Desenvolvimento de Sistemas
921580,202207,3,35,355030,M,6920602,-1,212405,101,8,25.0,40.0,1,1,0,1,40,0,0,0,9000.0,10,0,1,202207,0,5,9000.0,Analista de Desenvolvimento de Sistemas
921581,202207,3,35,355030,J,6201501,-1,212405,101,3,28.0,40.0,1,3,0,1,90,0,0,0,5445.0,4,0,1,202207,0,5,5445.0,Analista de Desenvolvimento de Sistemas
921583,202207,3,35,355030,N,8211300,-1,212405,101,5,38.0,36.0,3,1,0,1,40,0,0,0,6000.0,10,0,1,202207,0,5,6000.0,Analista de Desenvolvimento de Sistemas
921587,202207,3,35,355030,J,6204000,1,212405,101,5,56.0,40.0,1,1,0,1,97,0,0,0,4627.0,8,0,1,202207,0,5,4627.0,Analista de Desenvolvimento de Sistemas
921592,202207,3,35,355030,J,6203100,1,212405,101,5,30.0,40.0,2,1,0,1,97,0,0,0,18371.0,7,0,1,202207,0,5,18371.0,Analista de Desenvolvimento de Sistemas
921594,202207,3,35,355030,K,6511101,1,212405,101,5,34.0,44.0,3,3,0,1,97,0,0,0,8000.0,9,0,1,202207,0,5,8000.0,Analista de Desenvolvimento de Sistemas
921595,202207,3,35,355030,M,7020400,1,212405,101,4,20.0,40.0,1,1,0,1,97,0,0,0,4370.0,10,0,1,202207,0,5,4370.0,Analista de Desenvolvimento de Sistemas
921598,202207,3,35,355030,J,6202300,-1,212405,101,5,42.0,40.0,3,1,0,1,31,0,0,0,13000.0,1,0,1,202207,0,5,13000.0,Analista de Desenvolvimento de Sistemas
921599,202207,3,35,355030,N,8211300,-1,212405,101,8,28.0,44.0,1,1,0,1,40,0,0,0,3509.77,7,0,1,202207,0,5,3509.77,Analista de Desenvolvimento de Sistemas
921602,202207,3,35,355030,J,6120501,1,212405,101,5,32.0,40.0,2,1,0,1,97,0,0,0,4800.0,10,0,1,202207,0,5,4800.0,Analista de Desenvolvimento de Sistemas
921607,202207,3,35,355030,J,6201501,1,212405,101,8,48.0,40.0,1,1,0,1,97,0,0,0,7098.4,4,0,1,202207,0,5,7098.4,Analista de Desenvolvimento de Sistemas
921610,202207,3,35,355030,J,6209100,1,212405,101,3,23.0,40.0,1,3,0,1,97,0,0,0,2500.0,7,0,1,202207,0,5,2500.0,Analista de Desenvolvimento de Sistemas
921611,202207,3,35,355030,J,6202300,-1,212405,101,4,26.0,40.0,3,1,0,1,43,0,0,0,3380.4,7,0,1,202207,0,5,3380.4,Analista de Desenvolvimento de Sistemas
921613,202207,3,35,355030,J,6203100,1,212405,101,5,34.0,40.0,3,1,0,1,97,0,0,0,6209.0,10,0,1,202207,0,5,6209.0,Analista de Desenvolvimento de Sistemas
921614,202207,3,35,355030,K,6613400,-1,212405,101,5,36.0,40.0,1,3,0,1,31,0,0,0,12173.0,7,0,1,202207,0,5,12173.0,Analista de Desenvolvimento de Sistemas
921616,202207,3,35,355030,J,6201501,1,212405,101,8,42.0,40.0,1,1,0,1,97,0,0,0,11466.54,10,0,1,202207,0,5,11466.54,Analista de Desenvolvimento de Sistemas
921618,202207,3,35,355030,C,3101200,1,212405,101,4,20.0,44.0,1,1,0,1,97,0,0,0,2800.0,10,0,1,202207,0,5,2800.0,Analista de Desenvolvimento de Sistemas
921621,202207,3,35,355030,J,6201501,1,212405,101,4,31.0,40.0,1,1,0,1,97,0,0,0,4700.0,9,0,1,202207,0,5,4700.0,Analista de Desenvolvimento de Sistemas
921627,202207,3,35,355030,J,6209100,-1,212405,101,6,33.0,44.0,2,3,0,1,31,0,0,0,5545.35,10,0,1,202207,0,5,5545.35,Analista de Desenvolvimento de Sistemas
921628,202207,3,35,355030,P,8599605,1,212405,101,3,26.0,44.0,1,1,0,1,97,0,0,0,2500.0,3,0,1,202207,0,5,2500.0,Analista de Desenvolvimento de Sistemas
921631,202207,3,35,355030,N,8299799,1,212405,101,5,26.0,44.0,3,3,0,1,97,0,0,0,4193.1,6,0,1,202207,0,5,4193.1,Analista de Desenvolvimento de Sistemas
921632,202207,3,35,355030,J,6209100,1,212405,101,5,23.0,44.0,3,1,0,1,97,0,0,0,8500.0,10,0,1,202207,0,5,8500.0,Analista de Desenvolvimento de Sistemas
921636,202207,3,35,355030,K,6613400,1,212405,101,5,39.0,44.0,1,1,0,1,97,0,0,9,18516.13,10,0,1,202207,0,5,18516.13,Analista de Desenvolvimento de Sistemas
921637,202207,3,35,355030,J,6201501,-1,212405,101,5,36.0,40.0,1,1,0,1,40,0,0,0,8785.71,8,0,1,202207,0,5,8785.71,Analista de Desenvolvimento de Sistemas
921638,202207,3,35,355030,J,6201501,1,212405,101,5,33.0,40.0,1,1,0,1,97,0,0,0,7000.0,10,0,1,202207,0,5,7000.0,Analista de Desenvolvimento de Sistemas
921639,202207,3,35,355030,K,6512000,1,212405,101,5,46.0,40.0,2,1,0,1,97,0,0,0,13555.0,10,0,1,202207,0,5,13555.0,Analista de Desenvolvimento de Sistemas
921641,202207,3,35,355030,J,6201501,-1,212405,101,5,35.0,40.0,1,1,0,1,31,0,0,0,8858.88,9,0,1,202207,0,5,8858.88,Analista de Desenvolvimento de Sistemas
921643,202207,3,35,355030,H,4930202,-1,212405,101,8,30.0,44.0,6,1,0,1,40,0,0,0,12371.11,8,0,1,202207,0,5,12371.11,Analista de Desenvolvimento de Sistemas
921644,202207,3,35,355030,J,6311900,1,212405,101,4,28.0,40.0,1,1,0,1,97,0,0,0,3503.97,9,0,1,202207,0,5,3503.97,Analista de Desenvolvimento de Sistemas
921646,202207,3,35,355030,K,6461100,-1,212405,101,8,44.0,40.0,1,3,0,1,90,0,0,0,15097.71,9,0,1,202207,0,5,15097.71,Analista de Desenvolvimento de Sistemas
921654,202207,3,35,355030,J,6201501,1,212405,101,5,52.0,40.0,2,1,0,1,97,0,0,0,9500.0,10,0,1,202207,0,5,9500.0,Analista de Desenvolvimento de Sistemas
921658,202207,3,35,355030,C,3101200,1,212405,101,5,26.0,44.0,3,1,0,1,97,0,0,0,3700.0,10,0,1,202207,0,5,3700.0,Analista de Desenvolvimento de Sistemas
921661,202207,3,35,355030,Q,8690999,1,212405,101,5,40.0,44.0,1,1,0,1,97,0,0,0,10288.0,9,0,1,202207,0,5,10288.0,Analista de Desenvolvimento de Sistemas
921662,202207,3,35,355030,Q,8610101,-1,212405,101,5,27.0,44.0,1,3,0,1,40,0,0,0,11019.64,10,0,1,202207,0,5,11019.64,Analista de Desenvolvimento de Sistemas
921664,202207,3,35,355030,J,6202300,-1,212405,101,3,26.0,44.0,6,1,0,1,40,0,0,0,2263.0,3,0,1,202207,0,5,2263.0,Analista de Desenvolvimento de Sistemas
921667,202207,3,35,355030,M,7020400,1,212405,101,5,32.0,44.0,3,1,0,1,97,0,0,9,14000.0,10,0,1,202207,0,5,14000.0,Analista de Desenvolvimento de Sistemas
921668,202207,3,35,355030,J,6209100,1,212405,101,5,40.0,44.0,3,1,0,1,97,0,0,0,13500.0,10,0,1,202207,0,5,13500.0,Analista de Desenvolvimento de Sistemas
921673,202207,3,35,355030,J,6201501,1,212405,101,5,27.0,40.0,1,1,0,1,97,0,0,0,4819.0,8,0,1,202207,0,5,4819.0,Analista de Desenvolvimento de Sistemas
921676,202207,3,35,355030,M,7112000,1,212405,101,4,25.0,40.0,1,3,0,1,97,0,0,0,2618.0,6,0,1,202207,0,5,2618.0,Analista de Desenvolvimento de Sistemas
921678,202207,3,35,355030,J,6110803,-1,212405,101,5,42.0,40.0,1,1,0,1,31,0,0,0,2000.0,5,0,1,202207,0,5,2000.0,Analista de Desenvolvimento de Sistemas
921685,202207,3,35,355030,J,6201501,-1,212405,101,4,27.0,40.0,1,1,0,1,40,0,0,0,11430.0,5,0,1,202207,0,5,11430.0,Analista de Desenvolvimento de Sistemas
921687,202207,3,35,355030,K,6422100,1,212405,101,6,59.0,44.0,1,1,0,1,97,0,0,0,8064.52,8,0,1,202207,0,5,8064.52,Analista de Desenvolvimento de Sistemas
921689,202207,3,35,355030,J,6201501,-1,212405,101,5,34.0,40.0,6,1,0,1,40,0,0,0,20000.0,7,0,1,202207,0,5,20000.0,Analista de Desenvolvimento de Sistemas
921691,202207,3,35,355030,K,6422100,1,212405,101,5,40.0,44.0,3,1,0,1,97,0,0,0,13871.25,10,0,1,202207,0,5,13871.25,Analista de Desenvolvimento de Sistemas
921697,202207,3,35,355030,J,6201501,-1,212405,101,3,35.0,40.0,6,1,0,1,40,0,0,0,14752.79,10,0,1,202207,0,5,14752.79,Analista de Desenvolvimento de Sistemas
921698,202207,3,35,355030,G,4729699,1,212405,101,5,47.0,40.0,2,3,0,1,97,0,0,0,12000.0,9,0,1,202207,0,5,12000.0,Analista de Desenvolvimento de Sistemas
921699,202207,3,35,355030,N,8211300,1,212405,101,5,33.0,44.0,1,3,0,1,97,0,0,0,6451.62,10,0,1,202207,0,5,6451.62,Analista de Desenvolvimento de Sistemas
921702,202207,3,35,355030,J,6201501,-1,212405,101,5,38.0,44.0,1,1,0,1,40,0,0,9,14092.0,9,0,1,202207,0,5,14092.0,Analista de Desenvolvimento de Sistemas
921703,202207,3,35,355030,Q,8640212,1,212405,101,5,28.0,44.0,1,3,0,1,97,0,0,0,14000.0,10,0,1,202207,0,5,14000.0,Analista de Desenvolvimento de Sistemas
921704,202207,3,35,355030,J,6203100,1,212405,101,5,31.0,40.0,1,1,0,1,97,0,0,0,7500.0,6,0,1,202207,0,5,7500.0,Analista de Desenvolvimento de Sistemas
921706,202207,3,35,355030,K,6619399,1,212405,101,5,22.0,40.0,1,1,0,1,97,0,0,0,6298.43,5,0,1,202207,0,5,6298.43,Analista de Desenvolvimento de Sistemas
921710,202207,3,35,355030,J,6201501,-1,212405,101,5,40.0,40.0,1,1,0,1,40,0,0,0,8638.4,10,0,1,202207,0,5,8638.4,Analista de Desenvolvimento de Sistemas
921711,202207,3,35,355030,N,8211300,1,212405,101,4,21.0,44.0,1,1,0,1,97,0,0,0,5545.35,10,0,1,202207,0,5,5545.35,Analista de Desenvolvimento de Sistemas
921717,202207,3,35,355030,J,6209100,-1,212405,101,5,29.0,44.0,1,1,0,1,40,0,0,0,10963.94,10,0,1,202207,0,5,10963.94,Analista de Desenvolvimento de Sistemas
921719,202207,3,35,355030,K,6612603,1,212405,101,5,28.0,30.0,6,1,0,1,97,0,0,0,7885.72,7,0,1,202207,0,5,7885.72,Analista de Desenvolvimento de Sistemas
921723,202207,3,35,355030,J,6209100,-1,212405,101,5,30.0,40.0,2,1,0,1,31,0,0,0,10000.0,9,0,1,202207,0,5,10000.0,Analista de Desenvolvimento de Sistemas
921724,202207,3,35,355030,K,6619399,-1,212405,101,5,38.0,40.0,1,1,0,1,31,0,0,0,14693.0,8,0,1,202207,0,5,14693.0,Analista de Desenvolvimento de Sistemas
921729,202207,3,35,355030,M,7311400,-1,212405,101,5,36.0,44.0,3,1,0,1,31,0,0,0,12586.25,7,0,1,202207,0,5,12586.25,Analista de Desenvolvimento de Sistemas
921734,202207,3,35,355030,J,6209100,1,212405,101,6,33.0,44.0,1,1,0,1,97,0,0,0,4193.1,10,0,1,202207,0,5,4193.1,Analista de Desenvolvimento de Sistemas
921741,202207,3,35,355030,J,6209100,1,212405,101,8,39.0,44.0,3,3,0,1,97,0,0,0,13500.0,10,0,1,202207,0,5,13500.0,Analista de Desenvolvimento de Sistemas
921744,202207,3,35,355030,J,6311900,-1,212405,101,3,19.0,44.0,1,1,0,1,40,0,0,0,5661.29,9,0,1,202207,0,5,5661.29,Analista de Desenvolvimento de Sistemas
